Date,Forecasted WL,FFWC Predicted Q ,Observed Q ,GBM Predicted Q 
6/6/2015,7.13,3004.785058,2822,1793.721511
7/6/2015,7.34,3426.471427,2906,1842.380876
8/6/2015,7.35,3447.668931,2991,1876.890865
9/6/2015,7.11,2966.891894,3040,1854.588089
10/6/2015,7.16,3062.347625,3206,1830.353006
11/6/2015,7.08,2910.767726,3616,1823.919406
12/6/2015,7.25,3240.331868,3835,1898.459749
13/6/2015,7.46,3687.820886,4025,1917.064205
14/6/2015,7.74,4359.728889,4437,1974.67042
15/6/2015,7.85,4648.958938,4853,1661.617782
16/6/2015,8.17,5578.342282,5314,1653.146825
17/6/2015,8.11,5393.681863,5771,1556.513836
18/6/2015,8,5067.815622,5602,1699.926426
19/6/2015,8.4,6333.485845,5050,1699.926426
20/6/2015,8.58,6979.541415,4901,2652.745215
21/6/2015,8.93,8385.922239,4919.667547,2521.580445
22/6/2015,8.38,6264.754789,5070,2602.85411
23/6/2015,9,8692.530442,4867,2444.808363
24/6/2015,7.94,4896.809126,5035,1556.513836
25/6/2015,8.07,5273.307973,5089,1844.278313
26/6/2015,8,5067.815622,5065,1858.790943
27/6/2015,8.16,5547.220474,5363,2026.078651
28/6/2015,8.72,7517.488847,5628,2050.561969
29/6/2015,8.2,5672.544195,5675,2367.256618
30/6/2015,8.17,5578.342282,6535,4215.418442
1/7/2015,8.04,5184.44168,6534,5668.378258
2/7/2015,8.57,6942.325297,6540,6753.695524
3/7/2015,8.19,5641.003679,6745,7445.151403
4/7/2015,9.34,10311.54045,7573,9896.909403
5/7/2015,8.49,6650.258283,9625,10475.60586
6/7/2015,8.49,6650.258283,10538,11961.18476
7/7/2015,9.1,9145.986066,11166,12111.80512
8/7/2015,9.49,11098.15829,12043,11221.46644
9/7/2015,9.79,12814.88803,12148,12004.95816
10/7/2015,10.9,21096.07295,12316,12242.79912
11/7/2015,10.34,16508.69709,11809,13320.67073
12/7/2015,10.77,19950.22748,11341,11024.08543
13/7/2015,10.71,19438.40671,11383,10935.28225
14/7/2015,9.88,13369.18141,11887,11362.74687
15/7/2015,9.95,13813.38034,12458,12460.7374
16/7/2015,9.76,12634.25454,12819,12585.45143
17/7/2015,9.97,13942.43212,13524,13451.60878
18/7/2015,10.78,20036.56598,14981,14220.43446
19/7/2015,10.85,20649.31564,16036,13873.6058
20/7/2015,10.7,19354.13119,16334,14114.51739
21/7/2015,10.82,20384.90521,16614,14951.78193
22/7/2015,11.11,23057.42054,17640,15778.42592
23/7/2015,9.08,9053.819233,18791,18285.15251
24/7/2015,11.45,26538.97598,19325,18897.39113
25/7/2015,11.07,22673.05123,19296,21665.30837
26/7/2015,11.45,26538.97598,18572,22165.11078
27/7/2015,11.86,31281.80283,17724,22975.45598
28/7/2015,11.99,32918.93981,17123,23576.86073
29/7/2015,11.82,30791.35938,16671,24065.42611
30/7/2015,11.61,28316.13441,16671,24238.20993
31/7/2015,11.24,24342.66087,17164,25460.29455
1/8/2015,11.25,24443.84287,17809,24699.23553
2/8/2015,11.19,23841.74946,19044,24211.30923
3/8/2015,11.09,22864.59168,20707,24559.44665
4/8/2015,11.45,26538.97598,22300,21516.18645
5/8/2015,11.11,23057.42054,23303,21820.18885
6/8/2015,11.66,28890.53448,23439,21255.20592
7/8/2015,12.19,35570.38248,23113,21193.71826
8/8/2015,12.46,39417.15528,21873,21121.13494
9/8/2015,12.75,43911.17156,21037,20987.17687
10/8/2015,12.87,45886.1778,20425,21143.82164
11/8/2015,12.05,33697.22602,19809,21951.72092
12/8/2015,11.97,32662.72204,19057,22141.13717
13/8/2015,11.83,30913.39118,18557,22776.12904
14/8/2015,11.75,29947.853,18630,26098.43615
15/8/2015,11.69,29239.6101,19281,26399.45238
16/8/2015,11.42,26215.89628,20597,28223.68279
17/8/2015,11.49,26974.68057,22102,28004.69944
18/8/2015,11.34,25369.66277,23423,28308.94031
19/8/2015,11.77,30186.95022,24794,28715.54346
20/8/2015,12.04,33566.50278,25329.453,30818.27614
21/8/2015,12.25,36398.15207,26970,31108.26779
22/8/2015,12.61,41693.32151,28722,32253.19008
23/8/2015,12.79,44561.81804,30394,33444.08226
24/8/2015,13.11,50048.67955,32062,29004.06462
25/8/2015,13.09,49690.71585,33215,28196.55534
26/8/2015,13.37,54892.32187,34798,28608.12052
27/8/2015,13.67,60938.1699,35349,28514.678
28/8/2015,13.9,65923.54223,35571,28291.2221
29/8/2015,14,68190.04465,34763,28213.59185
30/8/2015,13.86,65033.94799,33004,28327.95677
31/8/2015,13.69,61359.34902,31608,28413.33602
1/9/2015,13.73,62208.67248,30576,28374.67725
2/9/2015,13.52,57852.2776,29828,31139.53999
3/9/2015,13.45,56455.53047,29390,32315.78887
4/9/2015,13.1,49869.44153,29291,32563.41502
5/9/2015,13.16,50952.59326,29113,33025.4642
6/9/2015,13.07,49334.79718,28936,31816.25665
7/9/2015,12.83,45220.13105,28838,31768.94577
8/9/2015,13,48105.0605,28313,30322.94984
9/9/2015,13,48105.0605,27281,26107.62575
10/9/2015,12.84,45385.91507,25873,23742.13667
11/9/2015,12.74,43749.69999,24164,22837.41789
12/9/2015,12.68,42790.78703,22218,16491.34499
13/9/2015,12.56,40923.25466,20629,15635.70199
14/9/2015,12.39,38389.44798,19207,15480.14372
15/9/2015,11.92,32029.1312,18051,15482.775
16/9/2015,11.82,30791.35938,17178,15132.04524
17/9/2015,11.8,30548.44845,16455,15049.68541
18/9/2015,11.49,26974.68057,15883,14913.65306
19/9/2015,11.16,23545.17188,15324,15099.80346
20/9/2015,11.14,23349.09372,14779,15280.96035
21/9/2015,11.09,22864.59168,14468,15403.3488
22/9/2015,10.98,21826.89114,14016,11136.7994
23/9/2015,10.86,20738.05771,14186,11379.57785
24/9/2015,10.88,20916.45439,14481.00399,11276.59031
25/9/2015,10.69,19270.14735,14481.00399,11235.92281
26/9/2015,10.65,18937.11372,14474,11572.33771
27/9/2015,10.65,18937.11372,14357,12567.92378
28/9/2015,11.05,22482.79274,14077,10606.29597
29/9/2015,10.54,18044.88163,13776,10112.12094
30/9/2015,10.55,18124.58003,13269,10017.56482
1/10/2015,10.71,19438.40671,12661,9611.963222
2/10/2015,10.69,19270.14735,11963,10508.62407
3/10/2015,10.66,19019.93837,11114,10663.62625
4/10/2015,10.51,17807.46209,10464,10030.9955
5/10/2015,9.75,12574.49681,9927,11405.96075
6/10/2015,9.99,14072.44372,9317,11082.17569
7/10/2015,9.76,12634.25454,8731,10989.00641
8/10/2015,8.97,8560.051096,8298,10909.32919
9/10/2015,9.24,9812.318025,7971,7999.358149
10/10/2015,9.18,9522.166593,7484,7149.316387
11/10/2015,8.33,6095.527124,7025,7014.001356
12/10/2015,8.77,7717.430809,6614,6278.222121
13/10/2015,8.67,7321.700314,6241,5359.155679
14/10/2015,8.41,6368.076166,5937,4683.727751
15/10/2015,8.27,5897.287968,5835.50871,3666.334431
16/10/2015,8.12,5424.115061,5835.50871,3313.02434
17/10/2015,7.98,5010.292669,5492,3076.806182
18/10/2015,8.19,5641.003679,5276,2334.628042
19/10/2015,8.06,5243.551951,5040,2114.455773
20/10/2015,8.01,5096.773947,4859,2032.744228
21/10/2015,8.02,5125.8641,4753.563399,2013.396114
22/10/2015,7.95,4924.985823,4572,2471.259907
23/10/2015,7.83,4595.265104,4432.692157,2425.983775
24/10/2015,7.88,4730.436815,4222,2552.473116
25/10/2015,7.64,4109.421192,4142,2513.290707
26/10/2015,7.55,3894.072063,4026,2513.290707
27/10/2015,7.38,3511.889755,3714,2513.290707
28/10/2015,7.2,3140.462303,3650,2513.290707
29/10/2015,7.01,2783.100461,3635.447164,2513.290707
30/10/2015,6.98,2729.772444,3635.447164,2513.290707
31/10/2015,6.85,2508.018818,3479,2473.181842
1/11/2015,6.73,2316.307618,3519,2073.164668
2/11/2015,6.65,2195.13121,3480,2061.977352
3/11/2015,6.52,2009.047062,3461,1940.911301
4/11/2015,6.3,1722.950001,3442,1922.839295
5/11/2015,6.22,1627.376615,3390,1742.093694
6/11/2015,,,,
6/6/2016,6.05,1438.303606,1522,1532.54101
7/6/2016,6.45,1914.194246,1443,1556.513836
8/6/2016,6.24,1650.8633,1399,1556.513836
9/6/2016,5.88,1267.17846,1355,1556.513836
10/6/2016,5.78,1174.372704,1320,1556.513836
11/6/2016,5.57,997.0991935,1261,1556.513836
12/6/2016,5.7,1104.102507,1211,1556.513836
13/6/2016,6.27,1686.599492,1364,1556.513836
14/6/2016,6.51,1995.271885,1540,1556.513836
15/6/2016,6.17,1569.824283,1645,1556.513836
16/6/2016,6.67,2224.939768,1721,1556.513836
17/6/2016,6.8,2426.659718,1863,1580.997155
18/6/2016,6.85,2508.018818,2162,1601.364163
19/6/2016,7.01,2783.100461,2543,1601.364163
20/6/2016,7.63,4085.035074,2881,1699.926426
21/6/2016,7.73,4334.164453,2943,1699.926426
22/6/2016,7.18,3101.208801,2915,2546.063763
23/6/2016,7.51,3801.299048,3079,2815.801309
24/6/2016,8.12,5424.115061,3682,3370.747218
25/6/2016,7.99,5038.988678,4367,5208.360047
26/6/2016,7.86,4675.992849,5287,6833.646371
27/6/2016,8.21,5704.225209,5526,8108.966302
28/6/2016,8.76,7677.107013,6155,8554.661426
29/6/2016,9.33,10260.72555,6269,8819.273631
30/6/2016,9.62,11817.95002,6062,8910.244088
1/7/2016,9.18,9522.166593,5780,9134.008738
2/7/2016,9.8,12875.55476,5666,9229.897548
3/7/2016,9.5,11152.25288,5745,9471.055182
4/7/2016,9.07,9008.014465,5745,9146.285513
5/7/2016,8.98,8604.03066,6381,9279.290634
6/7/2016,9.65,11989.22565,6874,9694.088363
7/7/2016,9.37,10465.19059,7224,10879.99647
8/7/2016,9.83,13058.93061,7880,11230.94195
9/7/2016,9.89,13431.93106,8649,11548.78742
10/7/2016,9.94,13749.21273,9907,11670.2202
11/7/2016,10.51,17807.46209,11142,11986.5294
12/7/2016,9.47,10990.59696,12252,12923.6923
13/7/2016,10.31,16287.56347,13064,11981.19657
14/7/2016,10.53,17965.46299,14939,11908.29136
15/7/2016,11.02,22199.79468,20139,12293.91279
16/7/2016,11.21,24041.11761,23726,16199.15012
17/7/2016,11.24,24342.66087,26159,21463.56062
18/7/2016,11.27,24647.21318,28395,22264.52982
19/7/2016,11.62,28430.27927,30588,22863.29078
20/7/2016,12.32,37383.2259,33714,24781.14638
21/7/2016,12.58,41229.90789,36281,25721.19167
